StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_pid,choice_a,value_a,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,rating1,value1,rating2,value2,attention_color,attention_color_5_TEXT,choice_b,value_b,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,rating3,value3,rating4,value4,choice_c,value_c,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,rating5,value5,rating6,value6,choice_d,value_d,Q85_First Click,Q85_Last Click,Q85_Page Submit,Q85_Click Count,rating7,value7,rating8,value8,attention_number,attention_number_6_TEXT,resp_gender,resp_citizen,resp_born,resp_politics,resp_sexuality,resp_education,resp_religion,resp_attend,resp_knowlg,resp_imm_support_1,resp_imm_support_2,resp_imm_support_3,resp_imm_support_4,resp_imm_support_5,resp_imm_support_6,resp_imm_support_7,resp_imm_support_8,resp_imm_support_9,resp_imm_support_10,resp_imm_support_11,PROLIFIC_PID,gender1,pronoun1,possessive1,pronoun_cap1,sexuality1,gender2,pronoun2,possessive2,pronoun_cap2,sexuality2,gender3,pronoun3,possessive3,pronoun_cap3,sexuality3,gender4,pronoun4,possessive4,pronoun_cap4,sexuality4,Create New Field or Choose From Dropdown...,gender5,pronoun5,possessive5,pronoun_cap5,sexuality5,gender6,pronoun6,possessive6,pronoun_cap6,sexuality6,gender7,pronoun7,possessive7,pronoun_cap7,sexuality7,gender8,pronoun8,possessive8,pronoun_cap8,sexuality8,gdp1,gdp2,gdp3,gdp4,gdp5,gdp6,gdp7,gdp8,skill1,skill2,skill3,skill4,skill5,skill6,skill7,skill8,lang1,lang2,lang3,lang4,lang5,lang6,lang7,lang8,religion1,religion2,religion3,religion4,religion5,religion6,religion7,religion8,reason1,reason2,reason3,reason4,reason5,reason6,reason7,reason8
2023-01-31 13:13:55,2023-01-31 13:17:39,IP Address,*******,100,223,True,2023-01-31 13:17:40,R_0epeWGhK06woKlP,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5ce1f31a27efac0018821eed,Immigrant 2 should be admitted.,,34.28,37.155,39.768,2,4,4,6,5,Other,Green,Immigrant 4 should be admitted.,,44.323,46.644,48.439,2,4,4,5,5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Bachelor's degree,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church of Christ, Jehovah’s Witness, etc.)",Less than once a year,,,,,,,,,,,,,5ce1f31a27efac0018821eed,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,low-income,,,,,"has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner",,,,,does not speak English,does not speak English,does not speak English,does not speak English,,,,,Muslim,Christian,Muslim,Muslim,,,,,could not find work due to high unemployment,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:15:33,2023-01-31 13:17:58,IP Address,*******,100,145,True,2023-01-31 13:17:58,R_1KfrlrTUGtAPR9J,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,613461a8b9035cf9b29ad84d,Immigrant 1 should be admitted.,,26.556,28.583,32.155,2,7 (definitely admit),5,7 (definitely admit),5,Other,Green,Immigrant 4 should be admitted.,,26.652,26.652,30.991,1,6,5,7 (definitely admit),6,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,Lesbian or gay,High school,Atheist (do not believe in God),Never,,,,,,,,,,,,,613461a8b9035cf9b29ad84d,man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,moderately wealthy,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,speaks English,speaks English,does not speak English,does not speak English,,,,,Christian,Christian,Muslim,Christian,,,,,feared government persecution,feared government persecution,feared government persecution,feared government persecution,,,,
2023-01-31 13:15:33,2023-01-31 13:18:06,IP Address,*******,100,152,True,2023-01-31 13:18:06,R_2SkPbz1SBWzs6kJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,60960a29d02b9ada38f583b5,Immigrant 1 should be admitted.,,26.797,26.797,30.724,1,5,5,5,5,Other,Green,Immigrant 3 should be admitted.,,18.35,18.35,31.064,1,5,5,4,5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",High school,Agnostic (not sure if there is a God),Less than once a year,,,,,,,,,,,,,60960a29d02b9ada38f583b5,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,low-income,,,,,"has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist",,,,,speaks English,speaks English,speaks English,speaks English,,,,,Muslim,Muslim,Muslim,Christian,,,,,feared government persecution,feared government persecution,feared government persecution,feared government persecution,,,,
2023-01-31 13:14:44,2023-01-31 13:18:11,IP Address,*******,100,207,True,2023-01-31 13:18:12,R_3j04qLyehOoUs4Q,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5e9746fb1eed951eed404015,Immigrant 1 should be admitted.,,48.449,48.449,50.67,1,5,4,1 (definitely don't admit),1 (no shared values),Other,Green,Immigrant 4 should be admitted.,,21.776,21.776,36.764,1,2,2,5,6,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Republican,"Straight (that is, not gay or lesbian)",Bachelor's degree,Something else,Never,,,,,,,,,,,,,5e9746fb1eed951eed404015,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,low-income,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,speaks English,speaks English,speaks English,does not speak English,,,,,Muslim,Muslim,Muslim,Christian,,,,,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,feared government persecution,,,,
2023-01-31 13:15:31,2023-01-31 13:18:21,IP Address,*******,100,169,True,2023-01-31 13:18:21,R_qVF7AWKEqAJTyEN,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5a78dbb9ae9a0b0001a97212,Immigrant 1 should be admitted.,,22.761,22.761,40.991,1,7 (definitely admit),6,7 (definitely admit),6,Other,Green,Immigrant 4 should be admitted.,,15.242,15.242,33.452,1,7 (definitely admit),6,7 (definitely admit),7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,None of these,"Straight (that is, not gay or lesbian)",Bachelor's degree,Atheist (do not believe in God),Never,,,,,,,,,,,,,5a78dbb9ae9a0b0001a97212,woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,moderately wealthy,low-income,,,,,"has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist",,,,,speaks English,does not speak English,speaks English,does not speak English,,,,,Muslim,Christian,Muslim,Christian,,,,,feared government persecution,feared government persecution,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:15:24,2023-01-31 13:18:24,IP Address,*******,100,180,True,2023-01-31 13:18:25,R_3sjq4Oci2x5NBh7,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5d18ca519bd071001aaaa932,Immigrant 2 should be admitted.,,2.695,18.937,31.41,5,4,3,6,5,Other,Green,Immigrant 3 should be admitted.,,10.349,35.605,36.497,5,4,3,3,3,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Some college,Agnostic (not sure if there is a God),Never,,,,,,,,,,,,,5d18ca519bd071001aaaa932,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,moderately wealthy,low-income,,,,,"has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner",,,,,does not speak English,speaks English,speaks English,does not speak English,,,,,Christian,Christian,Muslim,Christian,,,,,feared government persecution,feared government persecution,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:15:46,2023-01-31 13:18:29,IP Address,*******,100,162,True,2023-01-31 13:18:29,R_3F3t9vDMTmmgobf,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,62b09ec786f3ae29c826601f,Immigrant 1 should be admitted.,,16.422,30.455,31.82,10,4,4,5,4,Other,Green,Immigrant 4 should be admitted.,,14.368,36.975,38.046,14,7 (definitely admit),5,7 (definitely admit),4,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",High school,Atheist (do not believe in God),Never,,,,,,,,,,,,,62b09ec786f3ae29c826601f,woman,she,her,She,lesbian,woman,she,her,She,lesbian,woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,low-income,low-income,,,,,"has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager",,,,,speaks English,does not speak English,speaks English,does not speak English,,,,,Christian,Christian,Christian,Muslim,,,,,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:15:31,2023-01-31 13:18:42,IP Address,*******,100,191,True,2023-01-31 13:18:43,R_1q7Ynp3tJzVSLfh,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5b4532ccc623ed00013d2a41,Immigrant 1 should be admitted.,,47.979,47.979,50.365,1,6,4,6,4,Other,Green,Immigrant 3 should be admitted.,,28.846,28.846,31.281,1,6,4,6,4,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Some college,Other Christian,Several times a year,,,,,,,,,,,,,5b4532ccc623ed00013d2a41,man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,low-income,low-income,,,,,"has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist",,,,,does not speak English,does not speak English,speaks English,speaks English,,,,,Muslim,Muslim,Muslim,Muslim,,,,,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:14:13,2023-01-31 13:18:44,IP Address,*******,100,271,True,2023-01-31 13:18:45,R_2QVw0qopsCuQ0Pj,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5e0166f735a7a5d415bb73cb,Immigrant 2 should be admitted.,,34.154,34.154,36.2,1,5,5,6,5,Other,Green,Immigrant 3 should be admitted.,,42.234,42.234,45.326,1,4,4,4,4,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Some college,Atheist (do not believe in God),Never,,,,,,,,,,,,,5e0166f735a7a5d415bb73cb,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,moderately wealthy,low-income,,,,,"has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner",,,,,speaks English,speaks English,speaks English,speaks English,,,,,Christian,Muslim,Muslim,Christian,,,,,feared government persecution,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:15:20,2023-01-31 13:18:48,IP Address,*******,100,207,True,2023-01-31 13:18:48,R_BR01uCNyj7vBJtv,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,631d4876679fad1a9469e76c,Immigrant 1 should be admitted.,,18.082,33.004,35.043,2,5,6,5,5,Other,Green,Immigrant 4 should be admitted.,,17.497,17.497,34.665,1,5,5,6,5,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Independent,Bisexual,Bachelor's degree,Nothing in particular,Less than once a year,,,,,,,,,,,,,631d4876679fad1a9469e76c,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,moderately wealthy,low-income,,,,,"has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager",,,,,speaks English,speaks English,speaks English,does not speak English,,,,,Christian,Christian,Christian,Christian,,,,,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:16:28,2023-01-31 13:18:58,IP Address,*******,100,150,True,2023-01-31 13:18:59,R_1IXEeJ0FEpG4Yw6,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,6314d97aa02af651ea1a9591,Immigrant 1 should be admitted.,,0.776,21.411,37.006,10,7 (definitely admit),6,6,6,Other,Green,Immigrant 3 should be admitted.,,0.695,5.58,42.775,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,Lesbian or gay,High school,Agnostic (not sure if there is a God),Less than once a year,,,,,,,,,,,,,6314d97aa02af651ea1a9591,man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,gay,man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,moderately wealthy,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager",,,,,speaks English,speaks English,speaks English,does not speak English,,,,,Muslim,Christian,Muslim,Muslim,,,,,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,,,,
2023-01-31 13:16:03,2023-01-31 13:19:05,IP Address,*******,100,181,True,2023-01-31 13:19:05,R_2U9PZqkLi0cHtPL,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5a772885000dab00018c15ce,Immigrant 2 should be admitted.,,8.415,40.169,42.756,3,7 (definitely admit),5,7 (definitely admit),4,Other,Green,Immigrant 4 should be admitted.,,6.699,17.563,57.777,9,7 (definitely admit),6,7 (definitely admit),5,,,,,,,,,,,,,,,,,,,,,Other,9,Woman,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Some college,Nothing in particular,About once or twice a year,,,,,,,,,,,,,5a772885000dab00018c15ce,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,moderately wealthy,low-income,,,,,"has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner",,,,,speaks English,does not speak English,does not speak English,speaks English,,,,,Muslim,Muslim,Muslim,Christian,,,,,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,,,,
2023-01-31 13:15:03,2023-01-31 13:19:06,IP Address,*******,100,243,True,2023-01-31 13:19:07,R_vOZfV8ol2JR3kU9,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5eb1e9b96c1f4713ed5d0a1e,Immigrant 1 should be admitted.,,45.313,45.313,47.901,1,4,5,2,3,Other,Green.,Immigrant 3 should be admitted.,,46.768,46.768,50.992,1,2,3,2,3,,,,,,,,,,,,,,,,,,,,,Other,9.,Woman,Yes,No,Democrat,"Straight (that is, not gay or lesbian)",Bachelor's degree,Atheist (do not believe in God),Never,,,,,,,,,,,,,5eb1e9b96c1f4713ed5d0a1e,woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,low-income,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager",,,,,speaks English,speaks English,speaks English,does not speak English,,,,,Christian,Muslim,Muslim,Christian,,,,,feared government persecution,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,,,,
2023-01-31 13:15:36,2023-01-31 13:19:07,IP Address,*******,100,210,True,2023-01-31 13:19:08,R_xFrL6Qa2SmFxSKZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,5a80bf6e2a842c0001fc9064,Immigrant 1 should be admitted.,,27.84,27.84,36.305,1,7 (definitely admit),7 (a great deal of shared values),7 (definitely admit),7 (a great deal of shared values),Other,Green,Immigrant 3 should be admitted.,,25.507,28.429,32.27,2,7 (definitely admit),7 (a great deal of shared values),4,4,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,No,Independent,"Straight (that is, not gay or lesbian)",High school,Nothing in particular,Never,,,,,,,,,,,,,5a80bf6e2a842c0001fc9064,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,low-income,low-income,moderately wealthy,,,,,"has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner",,,,,speaks English,speaks English,speaks English,does not speak English,,,,,Muslim,Muslim,Christian,Muslim,,,,,feared government persecution,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:16:27,2023-01-31 13:19:13,IP Address,*******,100,166,True,2023-01-31 13:19:14,R_1o26P3cDZaXsvKG,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,581d50e882c5aa000132ce4f,Immigrant 2 should be admitted.,,27.777,27.777,31.091,1,2,1 (no shared values),5,4,Other,Green,Immigrant 4 should be admitted.,,22.618,22.618,32.514,1,2,5,4,1 (no shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",High school,Atheist (do not believe in God),Never,,,,,,,,,,,,,581d50e882c5aa000132ce4f,woman,she,her,She,lesbian,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,low-income,low-income,,,,,"has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,does not speak English,does not speak English,speaks English,does not speak English,,,,,Muslim,Christian,Christian,Muslim,,,,,could not find work due to high unemployment,could not find work due to high unemployment,feared government persecution,feared government persecution,,,,
2023-01-31 13:15:18,2023-01-31 13:19:23,IP Address,*******,100,244,True,2023-01-31 13:19:23,R_1loafFjEQfv1Ffe,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,611bef112e9841a0a0f5a8d4,Immigrant 2 should be admitted.,,4.476,27.198,32.241,6,3,2,5,5,Other,"Green ",Immigrant 4 should be admitted.,,5.868,27.568,31.207,5,3,5,5,4,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",High school,Atheist (do not believe in God),Less than once a year,,,,,,,,,,,,,611bef112e9841a0a0f5a8d4,man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,low-income,low-income,low-income,low-income,,,,,"has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner",,,,,does not speak English,speaks English,does not speak English,speaks English,,,,,Muslim,Muslim,Muslim,Muslim,,,,,feared government persecution,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,,,,
2023-01-31 13:16:17,2023-01-31 13:19:46,IP Address,*******,100,208,True,2023-01-31 13:19:46,R_1mRgGo0SFTwj4Mm,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,63d8352e4565d58f6e88cf09,Immigrant 1 should be admitted.,,28.75,28.75,33.802,1,5,4,4,5,Other,Green,Immigrant 4 should be admitted.,,21.701,21.701,31.663,1,5,6,7 (definitely admit),7 (a great deal of shared values),,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Bachelor's degree,Agnostic (not sure if there is a God),Never,,,,,,,,,,,,,63d8352e4565d58f6e88cf09,woman,she,her,She,lesbian,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",man,he,his,He,"straight (that is, not gay)",,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,does not speak English,speaks English,,,,,Christian,Muslim,Christian,Christian,,,,,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,could not find work due to high unemployment,,,,
2023-01-31 13:17:03,2023-01-31 13:19:46,IP Address,*******,100,163,True,2023-01-31 13:19:47,R_323hAX0JNdDouib,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,6109bb3e53cd66ff540ad19d,Immigrant 1 should be admitted.,,18.755,18.755,31.021,1,6,6,5,5,Other,Green,Immigrant 4 should be admitted.,,10.658,10.658,47.658,1,6,6,5,5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,No,Independent,"Straight (that is, not gay or lesbian)",Some college,Agnostic (not sure if there is a God),Never,,,,,,,,,,,,,6109bb3e53cd66ff540ad19d,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",man,he,his,He,gay,woman,she,her,She,"straight (that is, not lesbian)",,,,,,,,,,,,,,,,,,,,,,low-income,moderately wealthy,moderately wealthy,low-income,,,,,"has an MD, and works as a cardiologist","has a primary school education, and works as a cleaner","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist",,,,,speaks English,does not speak English,speaks English,does not speak English,,,,,Christian,Christian,Christian,Muslim,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,feared government persecution,,,,
2023-01-31 13:16:13,2023-01-31 13:19:54,IP Address,*******,100,221,True,2023-01-31 13:19:55,R_1M3u0SpGUZNnh99,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,63d7deb7c6bbf3b37e82c57f,Immigrant 1 should be admitted.,,13.091,19.07,51.7,2,7 (definitely admit),7 (a great deal of shared values),6,6,Other,Green,Immigrant 3 should be admitted.,,21.575,21.575,64.799,1,5,4,5,4,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Democrat,"Straight (that is, not gay or lesbian)",Some college,Atheist (do not believe in God),Never,,,,,,,,,,,,,63d7deb7c6bbf3b37e82c57f,man,he,his,He,"straight (that is, not gay)",woman,she,her,She,lesbian,man,he,his,He,gay,man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,low-income,low-income,low-income,,,,,"has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist","has a high school degree, and works as a restaurant manager",,,,,speaks English,speaks English,does not speak English,speaks English,,,,,Christian,Christian,Christian,Christian,,,,,could not find work due to high unemployment,feared government persecution,feared government persecution,could not find work due to high unemployment,,,,
2023-01-31 13:15:55,2023-01-31 13:20:03,IP Address,*******,100,247,True,2023-01-31 13:20:03,R_3qdvjRTGIUek7V9,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,60fd54eeb92f1c8cdb0fc4bb,Immigrant 1 should be admitted.,,17.917,17.917,37.607,1,7 (definitely admit),4,7 (definitely admit),4,Other,Green,Immigrant 4 should be admitted.,,23.055,23.055,62.75,1,7 (definitely admit),4,7 (definitely admit),4,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Some college,Atheist (do not believe in God),Never,,,,,,,,,,,,,60fd54eeb92f1c8cdb0fc4bb,woman,she,her,She,lesbian,man,he,his,He,gay,woman,she,her,She,lesbian,man,he,his,He,gay,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,low-income,moderately wealthy,,,,,"has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has a primary school education, and works as a cleaner","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,speaks English,does not speak English,,,,,Christian,Muslim,Muslim,Muslim,,,,,feared government persecution,could not find work due to high unemployment,feared government persecution,feared government persecution,,,,
2023-01-31 13:15:47,2023-01-31 13:20:11,IP Address,*******,100,264,True,2023-01-31 13:20:12,R_1mmyWmhhmYhbwsT,*******,*******,*******,*******,*******,*******,anonymous,EN,I hereby give my consent to be the subject of the research.,62b4805510134a754ba41a0e,Immigrant 1 should be admitted.,,27.381,27.381,32.343,1,5,4,4,5,Other,green,Immigrant 4 should be admitted.,,19.608,20.272,103.185,2,4,5,7 (definitely admit),5,,,,,,,,,,,,,,,,,,,,,Other,9,Man,Yes,Yes,Independent,"Straight (that is, not gay or lesbian)",Some college,Something else,Never,,,,,,,,,,,,,62b4805510134a754ba41a0e,man,he,his,He,"straight (that is, not gay)",man,he,his,He,"straight (that is, not gay)",woman,she,her,She,"straight (that is, not lesbian)",woman,she,her,She,lesbian,,,,,,,,,,,,,,,,,,,,,,moderately wealthy,moderately wealthy,low-income,moderately wealthy,,,,,"has a primary school education, and works as a cleaner","has a high school degree, and works as a restaurant manager","has a high school degree, and works as a restaurant manager","has an MD, and works as a cardiologist",,,,,does not speak English,speaks English,speaks English,does not speak English,,,,,Muslim,Christian,Christian,Christian,,,,,could not find work due to high unemployment,feared government persecution,could not find work due to high unemployment,could not find work due to high unemployment,,,,
